well,serum,dilution_factor,replicate,fastq
A1,2023rePoolcol1_h3n2,1,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240206_VH00699_434_AAFGTH5M5/Unaligned/Project_bloom_lab/h3n2_2023rePool_col1_rep1_S97_R1_001.fastq.gz
B1,2023rePoolcol2_h3n2,2,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240206_VH00699_434_AAFGTH5M5/Unaligned/Project_bloom_lab/h3n2_2023rePool_col2_rep1_S98_R1_001.fastq.gz
C1,2023rePoolcol3_h3n2,4,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240206_VH00699_434_AAFGTH5M5/Unaligned/Project_bloom_lab/h3n2_2023rePool_col3_rep1_S99_R1_001.fastq.gz
D1,2023rePoolcol4_h3n2,8,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240206_VH00699_434_AAFGTH5M5/Unaligned/Project_bloom_lab/h3n2_2023rePool_col4_rep1_S100_R1_001.fastq.gz
E1,2023rePoolcol5_h3n2,16,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240206_VH00699_434_AAFGTH5M5/Unaligned/Project_bloom_lab/h3n2_2023rePool_col5_rep1_S101_R1_001.fastq.gz
F1,2023rePoolcol6_h3n2,32,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240206_VH00699_434_AAFGTH5M5/Unaligned/Project_bloom_lab/h3n2_2023rePool_col6_rep1_S102_R1_001.fastq.gz
G1,2023rePoolcol7_h3n2,64,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240206_VH00699_434_AAFGTH5M5/Unaligned/Project_bloom_lab/h3n2_2023rePool_col7_rep1_S103_R1_001.fastq.gz
H1,2023rePoolcol8_h3n2,128,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240206_VH00699_434_AAFGTH5M5/Unaligned/Project_bloom_lab/h3n2_2023rePool_col8_rep1_S104_R1_001.fastq.gz
A2,2023rePoolcol9_h3n2,256,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240206_VH00699_434_AAFGTH5M5/Unaligned/Project_bloom_lab/h3n2_2023rePool_col9_rep1_S105_R1_001.fastq.gz
B2,2023rePoolcol10_h3n2,512,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240206_VH00699_434_AAFGTH5M5/Unaligned/Project_bloom_lab/h3n2_2023rePool_col10_rep1_S106_R1_001.fastq.gz
C2,2023rePoolcol11_h3n2,1024,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240206_VH00699_434_AAFGTH5M5/Unaligned/Project_bloom_lab/h3n2_2023rePool_col11_rep1_S107_R1_001.fastq.gz
D2,2023rePoolcol12_h3n2,2048,1,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240206_VH00699_434_AAFGTH5M5/Unaligned/Project_bloom_lab/h3n2_2023rePool_col12_rep1_S108_R1_001.fastq.gz
E2,2023rePoolcol1_h3n2,1,2,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240206_VH00699_434_AAFGTH5M5/Unaligned/Project_bloom_lab/h3n2_2023rePool_col1_rep2_S109_R1_001.fastq.gz
F2,2023rePoolcol2_h3n2,2,2,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240206_VH00699_434_AAFGTH5M5/Unaligned/Project_bloom_lab/h3n2_2023rePool_col2_rep2_S110_R1_001.fastq.gz
G2,2023rePoolcol3_h3n2,4,2,/fh/fast/bloom_j/SR/ngs/illumina/bloom_lab/240206_VH00699_434_AAFGTH5M5/Unaligned/Project_bloom_lab/h3n2_2023rePool_col3_rep2_S111_R1_001.fastq.gz
