well,serum,dilution_factor,replicate,fastq
A1,none,1,1,/fh/fast/bloom_j/SR/ngs/illumina/ckikawa/240111_VH00699_422_AAFC7HJM5/Unaligned/Project_ckikawa/h3n2_initialPool_col1_rep1_S1_R1_001.fastq.gz
A2,none,2,1,/fh/fast/bloom_j/SR/ngs/illumina/ckikawa/240111_VH00699_422_AAFC7HJM5/Unaligned/Project_ckikawa/h3n2_initialPool_col2_rep1_S2_R1_001.fastq.gz
A3,none,4,1,/fh/fast/bloom_j/SR/ngs/illumina/ckikawa/240111_VH00699_422_AAFC7HJM5/Unaligned/Project_ckikawa/h3n2_initialPool_col3_rep1_S3_R1_001.fastq.gz
A4,none,8,1,/fh/fast/bloom_j/SR/ngs/illumina/ckikawa/240111_VH00699_422_AAFC7HJM5/Unaligned/Project_ckikawa/h3n2_initialPool_col4_rep1_S4_R1_001.fastq.gz
A5,none,16,1,/fh/fast/bloom_j/SR/ngs/illumina/ckikawa/240111_VH00699_422_AAFC7HJM5/Unaligned/Project_ckikawa/h3n2_initialPool_col5_rep1_S5_R1_001.fastq.gz
A6,none,32,1,/fh/fast/bloom_j/SR/ngs/illumina/ckikawa/240111_VH00699_422_AAFC7HJM5/Unaligned/Project_ckikawa/h3n2_initialPool_col6_rep1_S6_R1_001.fastq.gz
A7,none,64,1,/fh/fast/bloom_j/SR/ngs/illumina/ckikawa/240111_VH00699_422_AAFC7HJM5/Unaligned/Project_ckikawa/h3n2_initialPool_col7_rep1_S7_R1_001.fastq.gz
A8,none,128,1,/fh/fast/bloom_j/SR/ngs/illumina/ckikawa/240111_VH00699_422_AAFC7HJM5/Unaligned/Project_ckikawa/h3n2_initialPool_col8_rep1_S8_R1_001.fastq.gz
A9,none,256,1,/fh/fast/bloom_j/SR/ngs/illumina/ckikawa/240111_VH00699_422_AAFC7HJM5/Unaligned/Project_ckikawa/h3n2_initialPool_col9_rep1_S9_R1_001.fastq.gz
A10,none,512,1,/fh/fast/bloom_j/SR/ngs/illumina/ckikawa/240111_VH00699_422_AAFC7HJM5/Unaligned/Project_ckikawa/h3n2_initialPool_col10_rep1_S10_R1_001.fastq.gz
A11,none,1024,1,/fh/fast/bloom_j/SR/ngs/illumina/ckikawa/240111_VH00699_422_AAFC7HJM5/Unaligned/Project_ckikawa/h3n2_initialPool_col11_rep1_S11_R1_001.fastq.gz
A12,none,,1,/fh/fast/bloom_j/SR/ngs/illumina/ckikawa/240111_VH00699_422_AAFC7HJM5/Unaligned/Project_ckikawa/h3n2_initialPool_col12_rep1_S12_R1_001.fastq.gz
B1,none,1,2,/fh/fast/bloom_j/SR/ngs/illumina/ckikawa/240111_VH00699_422_AAFC7HJM5/Unaligned/Project_ckikawa/h3n2_initialPool_col1_rep2_S13_R1_001.fastq.gz
B2,none,2,2,/fh/fast/bloom_j/SR/ngs/illumina/ckikawa/240111_VH00699_422_AAFC7HJM5/Unaligned/Project_ckikawa/h3n2_initialPool_col2_rep2_S14_R1_001.fastq.gz
B3,none,4,2,/fh/fast/bloom_j/SR/ngs/illumina/ckikawa/240111_VH00699_422_AAFC7HJM5/Unaligned/Project_ckikawa/h3n2_initialPool_col3_rep2_S15_R1_001.fastq.gz
B4,none,8,2,/fh/fast/bloom_j/SR/ngs/illumina/ckikawa/240111_VH00699_422_AAFC7HJM5/Unaligned/Project_ckikawa/h3n2_initialPool_col4_rep2_S16_R1_001.fastq.gz
B5,none,16,2,/fh/fast/bloom_j/SR/ngs/illumina/ckikawa/240111_VH00699_422_AAFC7HJM5/Unaligned/Project_ckikawa/h3n2_initialPool_col5_rep2_S17_R1_001.fastq.gz
B6,none,32,2,/fh/fast/bloom_j/SR/ngs/illumina/ckikawa/240111_VH00699_422_AAFC7HJM5/Unaligned/Project_ckikawa/h3n2_initialPool_col6_rep2_S18_R1_001.fastq.gz
B7,none,64,2,/fh/fast/bloom_j/SR/ngs/illumina/ckikawa/240111_VH00699_422_AAFC7HJM5/Unaligned/Project_ckikawa/h3n2_initialPool_col7_rep2_S19_R1_001.fastq.gz
B8,none,128,2,/fh/fast/bloom_j/SR/ngs/illumina/ckikawa/240111_VH00699_422_AAFC7HJM5/Unaligned/Project_ckikawa/h3n2_initialPool_col8_rep2_S20_R1_001.fastq.gz
B9,none,256,2,/fh/fast/bloom_j/SR/ngs/illumina/ckikawa/240111_VH00699_422_AAFC7HJM5/Unaligned/Project_ckikawa/h3n2_initialPool_col9_rep2_S21_R1_001.fastq.gz
B10,none,512,2,/fh/fast/bloom_j/SR/ngs/illumina/ckikawa/240111_VH00699_422_AAFC7HJM5/Unaligned/Project_ckikawa/h3n2_initialPool_col10_rep2_S22_R1_001.fastq.gz
B11,none,1024,2,/fh/fast/bloom_j/SR/ngs/illumina/ckikawa/240111_VH00699_422_AAFC7HJM5/Unaligned/Project_ckikawa/h3n2_initialPool_col11_rep2_S23_R1_001.fastq.gz
B12,none,,2,/fh/fast/bloom_j/SR/ngs/illumina/ckikawa/240111_VH00699_422_AAFC7HJM5/Unaligned/Project_ckikawa/h3n2_initialPool_col12_rep2_S24_R1_001.fastq.gz
