group,serum,virus,titer,titer_bound,titer_sem,n_replicates,titer_as
pilot,A230212d0_rd256,A/Bangkok/P3599/2023,3312,lower,2454,2,midpoint
pilot,A230212d0_rd256,A/Bangkok/P3755/2023,1212,interpolated,763.6,2,midpoint
pilot,A230212d0_rd256,A/Bhutan/0006/2023,738.7,interpolated,148.1,2,midpoint
pilot,A230212d0_rd256,A/Bhutan/0845/2023,2793,interpolated,1963,2,midpoint
pilot,A230212d0_rd256,A/Busan/1301/2023,964.2,interpolated,222.7,3,midpoint
pilot,A230212d0_rd256,A/Cambodia/e0826360/2020,1273,interpolated,426.5,2,midpoint
pilot,A230212d0_rd256,A/Catalonia/2041146NS/2023,880.8,interpolated,343.7,3,midpoint
pilot,A230212d0_rd256,A/Catalonia/NSVH102124476/2023,570.8,interpolated,162.4,2,midpoint
pilot,A230212d0_rd256,A/Chipata/15-NIC-001/2023,1935,interpolated,113.5,2,midpoint
pilot,A230212d0_rd256,A/EHIME/50/2023,561.7,interpolated,21.87,2,midpoint
pilot,A230212d0_rd256,A/Hong_Kong/2671/2019,5767,lower,474.9,3,midpoint
pilot,A230212d0_rd256,A/Hong_Kong/45/2019,5767,lower,956.6,3,midpoint
pilot,A230212d0_rd256,A/Hong_Kong/4801/2014,5767,lower,218.9,3,midpoint
pilot,A230212d0_rd256,A/Hong_Kong/4801/2014_(15/192),5767,lower,352.5,3,midpoint
pilot,A230212d0_rd256,A/Jeju/1047/2023,5767,lower,0,2,midpoint
pilot,A230212d0_rd256,A/KANAGAWA/AC2316/2023,1621,interpolated,365.5,2,midpoint
pilot,A230212d0_rd256,A/Kansas/14/2017,1565,interpolated,175.6,2,midpoint
pilot,A230212d0_rd256,A/Luga/RII-11393S/2023,823.1,interpolated,373.4,3,midpoint
pilot,A230212d0_rd256,A/Maldives/852/2023,4308,lower,1459,2,midpoint
pilot,A230212d0_rd256,A/Massachusetts/18/2022,4468,interpolated,1383,3,midpoint
pilot,A230212d0_rd256,A/Netherlands/01685/2023,3524,lower,2242,2,midpoint
pilot,A230212d0_rd256,A/Netherlands/01693/2023,1273,interpolated,688.8,2,midpoint
pilot,A230212d0_rd256,A/Oman/3011/2023,1940,interpolated,1060,2,midpoint
pilot,A230212d0_rd256,A/Romania/543634/2022,3078,interpolated,793.7,2,midpoint
pilot,A230212d0_rd256,A/SOUTH_AFRICA/R07876/202023,1206,interpolated,84.41,2,midpoint
pilot,A230212d0_rd256,A/Saskatchewan/SKFLU317847/2023,1291,interpolated,1080,3,midpoint
pilot,A230212d0_rd256,A/Singapore/INFIMH-16-0019/2016,5767,lower,0,3,midpoint
pilot,A230212d0_rd256,A/Singapore/INFIMH-16-0019/2016_X-307A,5767,lower,0,3,midpoint
pilot,A230212d0_rd256,A/Solwezi/13-NIC-001/2023,1154,interpolated,552.7,2,midpoint
pilot,A230212d0_rd256,A/SouthAfrica/PET28931/2023,2985,interpolated,484.4,2,midpoint
pilot,A230212d0_rd256,A/SouthSudan/631/2023,380.3,interpolated,49.74,3,midpoint
pilot,A230212d0_rd256,A/SouthSudan/642/2023,1335,interpolated,1298,3,midpoint
pilot,A230212d0_rd256,A/South_Africa/K056872/2023,2563,lower,1310,3,midpoint
pilot,A230212d0_rd256,A/South_Africa/R05510/2023,751.4,interpolated,544.2,2,midpoint
pilot,A230212d0_rd256,A/South_Africa/R06477/2023,1780,interpolated,917.7,2,midpoint
pilot,A230212d0_rd256,A/South_Africa/R06506/2023,1941,interpolated,661.8,2,midpoint
pilot,A230212d0_rd256,A/South_Africa/R07073/2023,1373,interpolated,1569,3,midpoint
pilot,A230212d0_rd256,A/South_Africa/R07188/2023,3607,interpolated,781.9,3,midpoint
pilot,A230212d0_rd256,A/South_Dakota/22/2023,3554,lower,2213,2,midpoint
pilot,A230212d0_rd256,A/Surat_Thani/P152/2023,1856,interpolated,566.7,2,midpoint
pilot,A230212d0_rd256,A/Switzerland/9715293/2013,2647,interpolated,1058,3,midpoint
pilot,A230212d0_rd256,A/Switzerland/9715293/2013_NIB-88,5584,lower,182.5,2,midpoint
pilot,A230212d0_rd256,A/Sydney/332/2023,821.4,interpolated,719.2,3,midpoint
pilot,A230212d0_rd256,A/Sydney/710/2023,4536,lower,1231,2,midpoint
pilot,A230212d0_rd256,A/TECPAN/017FLU/2023,3475,lower,2292,2,midpoint
pilot,A230212d0_rd256,A/Texas/50/2012,5767,lower,0,3,midpoint
pilot,A230212d0_rd256,A/Texas/50/2012_X-223A_(13/252),5767,lower,0,3,midpoint
