well,serum,dilution_factor,replicate,fastq
A1,SCH_pool,40,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240919_VH01189_348_AAFT2LVM5/Unaligned/Project_aloes/PlateB_1_S97_R1_001.fastq.gz
B1,PennPreVax_pool,40,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240919_VH01189_348_AAFT2LVM5/Unaligned/Project_aloes/PlateB_2_S98_R1_001.fastq.gz
C1,PennPostVax_pool,40,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240919_VH01189_348_AAFT2LVM5/Unaligned/Project_aloes/PlateB_3_S99_R1_001.fastq.gz
D1,SCHPennPrePost_pool,40,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240919_VH01189_348_AAFT2LVM5/Unaligned/Project_aloes/PlateB_4_S100_R1_001.fastq.gz
A2,SCH_pool,80,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240919_VH01189_348_AAFT2LVM5/Unaligned/Project_aloes/PlateB_9_S105_R1_001.fastq.gz
B2,PennPreVax_pool,80,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240919_VH01189_348_AAFT2LVM5/Unaligned/Project_aloes/PlateB_10_S106_R1_001.fastq.gz
C2,PennPostVax_pool,80,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240919_VH01189_348_AAFT2LVM5/Unaligned/Project_aloes/PlateB_11_S107_R1_001.fastq.gz
D2,SCHPennPrePost_pool,80,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240919_VH01189_348_AAFT2LVM5/Unaligned/Project_aloes/PlateB_12_S108_R1_001.fastq.gz
A3,SCH_pool,160,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240919_VH01189_348_AAFT2LVM5/Unaligned/Project_aloes/PlateB_17_S113_R1_001.fastq.gz
B3,PennPreVax_pool,160,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240919_VH01189_348_AAFT2LVM5/Unaligned/Project_aloes/PlateB_18_S114_R1_001.fastq.gz
C3,PennPostVax_pool,160,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240919_VH01189_348_AAFT2LVM5/Unaligned/Project_aloes/PlateB_19_S115_R1_001.fastq.gz
D3,SCHPennPrePost_pool,160,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240919_VH01189_348_AAFT2LVM5/Unaligned/Project_aloes/PlateB_20_S116_R1_001.fastq.gz
A4,SCH_pool,320,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240919_VH01189_348_AAFT2LVM5/Unaligned/Project_aloes/PlateB_25_S121_R1_001.fastq.gz
B4,PennPreVax_pool,320,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240919_VH01189_348_AAFT2LVM5/Unaligned/Project_aloes/PlateB_26_S122_R1_001.fastq.gz
C4,PennPostVax_pool,320,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240919_VH01189_348_AAFT2LVM5/Unaligned/Project_aloes/PlateB_27_S123_R1_001.fastq.gz
D4,SCHPennPrePost_pool,320,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240919_VH01189_348_AAFT2LVM5/Unaligned/Project_aloes/PlateB_28_S124_R1_001.fastq.gz
A5,SCH_pool,640,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240919_VH01189_348_AAFT2LVM5/Unaligned/Project_aloes/PlateB_33_S129_R1_001.fastq.gz
B5,PennPreVax_pool,640,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240919_VH01189_348_AAFT2LVM5/Unaligned/Project_aloes/PlateB_34_S130_R1_001.fastq.gz
