well,serum,dilution_factor,replicate,fastq
A1,SCH_PennPreVax_pool,40,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_1_S1_R1_001.fastq.gz
B1,SCH_PennPostVax_pool,40,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_2_S2_R1_001.fastq.gz
C1,PennPreVax_PennPostVax_pool,40,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_3_S3_R1_001.fastq.gz
D1,SCHPennPrePost_pool,40,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_4_S4_R1_001.fastq.gz
A2,SCH_PennPreVax_pool,80,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_9_S9_R1_001.fastq.gz
B2,SCH_PennPostVax_pool,80,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_10_S10_R1_001.fastq.gz
C2,PennPreVax_PennPostVax_pool,80,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_11_S11_R1_001.fastq.gz
D2,SCHPennPrePost_pool,80,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_12_S12_R1_001.fastq.gz
A3,SCH_PennPreVax_pool,160,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_17_S17_R1_001.fastq.gz
B3,SCH_PennPostVax_pool,160,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_18_S18_R1_001.fastq.gz
C3,PennPreVax_PennPostVax_pool,160,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_19_S19_R1_001.fastq.gz
D3,SCHPennPrePost_pool,160,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_20_S20_R1_001.fastq.gz
A4,SCH_PennPreVax_pool,320,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_25_S25_R1_001.fastq.gz
B4,SCH_PennPostVax_pool,320,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_26_S26_R1_001.fastq.gz
C4,PennPreVax_PennPostVax_pool,320,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_27_S27_R1_001.fastq.gz
D4,SCHPennPrePost_pool,320,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_28_S28_R1_001.fastq.gz
A5,SCH_PennPreVax_pool,640,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_33_S33_R1_001.fastq.gz
B5,SCH_PennPostVax_pool,640,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_34_S34_R1_001.fastq.gz
C5,PennPreVax_PennPostVax_pool,640,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_35_S35_R1_001.fastq.gz
D5,SCHPennPrePost_pool,640,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_36_S36_R1_001.fastq.gz
A6,SCH_PennPreVax_pool,1280,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_41_S41_R1_001.fastq.gz
B6,SCH_PennPostVax_pool,1280,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_42_S42_R1_001.fastq.gz
C6,PennPreVax_PennPostVax_pool,1280,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_43_S43_R1_001.fastq.gz
D6,SCHPennPrePost_pool,1280,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_44_S44_R1_001.fastq.gz
A7,SCH_PennPreVax_pool,2560,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_49_S49_R1_001.fastq.gz
B7,SCH_PennPostVax_pool,2560,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_50_S50_R1_001.fastq.gz
C7,PennPreVax_PennPostVax_pool,2560,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_51_S51_R1_001.fastq.gz
D7,SCHPennPrePost_pool,2560,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_52_S52_R1_001.fastq.gz
A8,SCH_PennPreVax_pool,5120,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_57_S57_R1_001.fastq.gz
B8,SCH_PennPostVax_pool,5120,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_58_S58_R1_001.fastq.gz
C8,PennPreVax_PennPostVax_pool,5120,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_59_S59_R1_001.fastq.gz
D8,SCHPennPrePost_pool,5120,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_60_S60_R1_001.fastq.gz
A9,SCH_PennPreVax_pool,10240,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_65_S65_R1_001.fastq.gz
B9,SCH_PennPostVax_pool,10240,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_66_S66_R1_001.fastq.gz
C9,PennPreVax_PennPostVax_pool,10240,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_67_S67_R1_001.fastq.gz
D9,SCHPennPrePost_pool,10240,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_68_S68_R1_001.fastq.gz
A10,SCH_PennPreVax_pool,20480,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_73_S73_R1_001.fastq.gz
B10,SCH_PennPostVax_pool,20480,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_74_S74_R1_001.fastq.gz
C10,PennPreVax_PennPostVax_pool,20480,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_75_S75_R1_001.fastq.gz
D10,SCHPennPrePost_pool,20480,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_76_S76_R1_001.fastq.gz
A11,SCH_PennPreVax_pool,40960,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_81_S81_R1_001.fastq.gz
B11,SCH_PennPostVax_pool,40960,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_82_S82_R1_001.fastq.gz
C11,PennPreVax_PennPostVax_pool,40960,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_83_S83_R1_001.fastq.gz
D11,SCHPennPrePost_pool,40960,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_84_S84_R1_001.fastq.gz
A12,none,,1,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_89_S89_R1_001.fastq.gz
B12,none,,2,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_90_S90_R1_001.fastq.gz
C12,none,,3,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_91_S91_R1_001.fastq.gz
D12,none,,4,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_92_S92_R1_001.fastq.gz
E12,none,,5,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_93_S93_R1_001.fastq.gz
F12,none,,6,/fh/fast/bloom_j/SR/ngs/illumina/aloes/240924_VH01189_349_AAFT3LJM5/Unaligned/Project_aloes/PlateB_94_S94_R1_001.fastq.gz
